NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,Default
RealEstateServices,84,1,Existing,0,1,Rural,Yes,20000,10000,0,0,0.5,0,2520,20111.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,50000,25000,0,0,0.5,0,2520,19837.0,No
RealEstateLessors,36,6,Existing,3,9,Urban,Yes,150000,75000,0,0,0.5,0,1080,18277.0,No
RealEstateServices,71,1,Existing,1,1,Urban,No,25000,12500,0,0,0.5,0,2130,19447.0,Yes
RealEstateServices,72,2,Existing,0,2,Rural,Yes,50000,25000,0,0,0.5,0,2160,19904.0,Yes
RealEstateServices,38,8,Existing,0,8,Rural,Yes,45000,22500,0,0,0.5,0,1140,18214.0,Yes
RealEstateLessors,84,5,Existing,9,5,Urban,Unknown,170000,127500,0,0,0.75,0,2520,19625.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,25000,12500,0,0,0.5,0,2520,19837.0,No
RealEstateServices,70,10,Existing,1,10,Urban,Yes,50000,25000,0,0,0.5,0,2100,19478.0,Yes
RealEstateLessors,74,1,New,0,4,Rural,No,493800,370350,1,0,0.75,0,2220,19537.0,Yes
RentalLeasing,84,5,Existing,1,6,Urban,Yes,35000,17500,0,0,0.5,0,2520,19717.0,No
RealEstateServices,243,11,Existing,7,4,Urban,Unknown,882000,661500,0,1,0.75,0,7290,24425.0,Yes
RentalLeasing,61,5,New,0,5,Urban,No,25000,12500,1,0,0.5,0,1830,19147.0,Yes
RealEstateServices,68,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,2040,19357.0,Yes
RealEstateServices,84,1,New,0,1,Urban,Unknown,5000,2500,1,0,0.5,0,2520,19837.0,No
RealEstateServices,84,4,New,0,4,Urban,Yes,4500,2250,1,0,0.5,0,2520,19867.0,No
RentalLeasing,31,1,New,0,1,Rural,Yes,8000,4000,1,0,0.5,0,930,18247.0,Yes
RealEstateServices,289,5,Existing,2,5,Urban,Unknown,1493000,1119750,0,1,0.75,0,8670,25775.0,Yes
RealEstateServices,55,9,Existing,0,9,Urban,Unknown,50000,25000,0,0,0.5,0,1650,18967.0,Yes
RealEstateServices,68,3,Existing,0,3,Urban,Yes,50000,25000,0,0,0.5,0,2040,19357.0,Yes
RealEstateServices,59,6,Existing,3,6,Urban,Yes,100000,50000,0,0,0.5,0,1770,18875.0,Yes
RealEstateServices,74,13,Existing,3,13,Urban,Unknown,35000,17500,0,0,0.5,0,2220,19537.0,Yes
RentalLeasing,55,7,Existing,0,7,Urban,Yes,50000,25000,0,0,0.5,0,1650,18755.0,Yes
RealEstateServices,84,2,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,0,2520,19837.0,No
RealEstateServices,297,15,Existing,0,0,Rural,No,271900,203925,0,1,0.75,0,8910,26045.0,Yes
RealEstateServices,23,3,Existing,0,3,Urban,Yes,20000,10000,0,0,0.5,1,690,18037.0,Yes
RealEstateServices,51,1,Existing,0,1,Urban,Yes,50000,25000,0,0,0.5,0,1530,18939.0,Yes
RealEstateServices,64,56,Existing,0,56,Urban,No,35000,17500,0,0,0.5,0,1920,19237.0,Yes
RealEstateServices,71,3,Existing,0,3,Urban,Yes,30000,15000,0,0,0.5,0,2130,19477.0,Yes
RealEstateServices,84,3,New,0,3,Urban,Yes,5000,2500,1,0,0.5,0,2520,19837.0,No
RealEstateServices,287,6,Existing,0,6,Urban,Unknown,658000,493500,0,1,0.75,0,8610,25745.0,Yes
RentalLeasing,84,1,Existing,0,1,Urban,Yes,8000,4000,0,0,0.5,0,2520,19837.0,No
RealEstateServices,84,4,Existing,0,4,Urban,No,50000,25000,0,0,0.5,0,2520,19867.0,No
RealEstateServices,287,6,Existing,0,6,Urban,Unknown,120500,90375,0,1,0.75,0,8610,25745.0,Yes
RealEstateServices,58,7,Existing,0,7,Rural,Yes,50000,25000,0,0,0.5,0,1740,18845.0,Yes
RealEstateServices,40,0,New,0,0,Urban,No,15000,12750,1,0,0.85,0,1200,18517.0,No
RealEstateServices,63,1,New,0,1,Urban,No,6000,3000,1,0,0.5,0,1890,19207.0,Yes
RealEstateServices,84,1,New,0,1,Urban,Yes,10000,5000,1,0,0.5,0,2520,19625.0,No
RealEstateServices,98,2,New,2,2,Urban,Unknown,251000,188250,1,0,0.75,0,2940,20165.0,Yes
RentalLeasing,120,8,Existing,0,8,Urban,Unknown,300000,225000,0,0,0.75,0,3600,20735.0,No
RealEstateServices,240,18,Existing,4,0,Urban,Unknown,180000,180000,0,1,1.0,0,7200,24439.0,No
RealEstateServices,84,3,Existing,1,4,Urban,Yes,25000,12500,0,0,0.5,0,2520,19959.0,No
RealEstateServices,19,1,Existing,0,1,Urban,Yes,15000,7500,0,0,0.5,1,570,17887.0,Yes
RealEstateServices,68,1,Existing,0,1,Urban,No,30000,15000,0,0,0.5,0,2040,19357.0,Yes
RealEstateServices,59,2,New,0,2,Urban,Yes,35000,17500,1,0,0.5,0,1770,19117.0,Yes
RealEstateServices,45,6,Existing,0,6,Urban,Yes,35000,17500,0,0,0.5,0,1350,18667.0,Yes
RentalLeasing,108,3,Existing,0,0,Unknown,Unknown,76000,60800,0,0,0.8,0,3240,17484.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,30000,15000,0,0,0.5,0,2520,19867.0,No
RealEstateServices,275,2,Existing,0,2,Urban,Unknown,612000,459000,0,1,0.75,0,8250,25355.0,Yes
RealEstateServices,64,15,Existing,2,15,Urban,No,10000,5000,0,0,0.5,0,1920,19267.0,Yes
RealEstateServices,45,20,Existing,20,40,Urban,Yes,90000,45000,0,0,0.5,0,1350,18697.0,Yes
RentalLeasing,240,36,Existing,4,36,Urban,Unknown,804000,804000,0,1,1.0,0,7200,24383.0,No
RentalLeasing,36,2,Existing,0,2,Urban,No,15000,12750,0,0,0.85,0,1080,18397.0,Yes
RealEstateServices,90,2,Existing,0,2,Urban,No,25000,21250,0,0,0.85,0,2700,20047.0,Yes
RealEstateServices,291,1,Existing,0,1,Urban,Unknown,540000,405000,0,1,0.75,0,8730,25865.0,Yes
RentalLeasing,84,5,Existing,0,5,Unknown,Unknown,326000,244500,0,0,0.75,0,2520,16764.0,No
RealEstateServices,288,3,Existing,2,5,Urban,Unknown,534200,400650,0,1,0.75,0,8640,25775.0,No
RealEstateServices,47,6,Existing,0,6,Urban,Yes,30000,15000,0,0,0.5,0,1410,18757.0,Yes
RentalLeasing,93,2,Existing,0,2,Urban,No,200000,100000,0,0,0.5,0,2790,20137.0,Yes
RealEstateServices,71,10,New,0,10,Urban,Yes,35000,17500,1,0,0.5,0,2130,19477.0,Yes
RealEstateServices,120,0,New,11,11,Urban,No,350000,262500,1,0,0.75,0,3600,20947.0,No
RentalLeasing,60,5,Existing,0,5,Urban,Unknown,80000,40000,0,0,0.5,0,1800,18935.0,No
RealEstateServices,56,2,Existing,0,2,Urban,Yes,25000,12500,0,0,0.5,0,1680,18815.0,Yes
RealEstateServices,12,2,New,2,4,Rural,Yes,25000,12500,1,0,0.5,0,360,17495.0,No
RealEstateServices,48,8,Existing,0,8,Urban,Yes,35000,17500,0,0,0.5,0,1440,18787.0,Yes
RealEstateServices,69,6,Existing,0,6,Urban,Yes,35000,17500,0,0,0.5,0,2070,19417.0,Yes
RealEstateServices,240,10,Existing,7,10,Urban,Unknown,234000,234000,0,1,1.0,0,7200,24439.0,No
RealEstateServices,58,1,Existing,0,1,Urban,Yes,20000,10000,0,0,0.5,0,1740,19087.0,Yes
RealEstateServices,70,9,Existing,1,9,Urban,Yes,40000,20000,0,0,0.5,0,2100,19447.0,Yes
RealEstateServices,63,3,Existing,0,3,Rural,Yes,50000,25000,0,0,0.5,0,1890,19025.0,Yes
RentalLeasing,65,3,Existing,0,3,Urban,Yes,50000,25000,0,0,0.5,0,1950,19085.0,Yes
RealEstateServices,59,4,Existing,0,4,Urban,No,50000,25000,0,0,0.5,0,1770,19117.0,Yes
RealEstateServices,69,2,Existing,0,2,Urban,No,25000,12500,0,0,0.5,0,2070,19448.0,Yes
RealEstateServices,72,9,Existing,0,9,Urban,Unknown,25000,12500,0,0,0.5,0,2160,19295.0,No
RentalLeasing,84,24,Existing,0,24,Urban,Yes,150000,75000,0,0,0.5,0,2520,19867.0,No
RealEstateServices,240,65,Existing,35,65,Urban,Unknown,1620000,1620000,0,1,1.0,0,7200,24467.0,No
RealEstateServices,59,8,Existing,4,8,Rural,Yes,50000,25000,0,0,0.5,0,1770,18905.0,Yes
RealEstateServices,63,10,Existing,0,10,Urban,Yes,50000,25000,0,0,0.5,0,1890,19268.0,Yes
RealEstateServices,48,2,Existing,1,3,Urban,Yes,30000,15000,0,0,0.5,0,1440,18818.0,Yes
RealEstateServices,69,10,Existing,0,10,Urban,Yes,100000,50000,0,0,0.5,0,2070,19417.0,Yes
RealEstateServices,240,2,Existing,2,0,Urban,Unknown,883000,883000,0,1,1.0,0,7200,24439.0,No
RealEstateServices,240,7,Existing,20,0,Urban,Unknown,848000,848000,0,1,1.0,0,7200,24383.0,No
RealEstateServices,51,6,Existing,0,6,Rural,Yes,30000,15000,0,0,0.5,0,1530,18665.0,Yes
RealEstateServices,235,1,Existing,0,1,Urban,Unknown,1060000,795000,0,0,0.75,0,7050,24185.0,Yes
RealEstateServices,59,8,Existing,0,8,Urban,No,100000,50000,0,0,0.5,0,1770,19148.0,Yes
RealEstateServices,84,8,Existing,0,8,Urban,Yes,35000,17500,0,0,0.5,0,2520,19867.0,No
RentalLeasing,120,2,Existing,0,2,Urban,No,7500,6375,0,0,0.85,0,3600,20947.0,No
RentalLeasing,21,2,Existing,2,2,Urban,Yes,25000,12500,0,0,0.5,1,630,17796.0,Yes
RealEstateServices,62,3,Existing,3,3,Rural,Yes,30000,15000,0,0,0.5,0,1860,18995.0,Yes
RentalLeasing,300,7,New,0,0,Unknown,No,124000,93000,1,1,0.75,0,9000,23303.0,No
RealEstateServices,84,1,Existing,0,1,Urban,No,15000,7500,0,0,0.5,0,2520,19898.0,No
RealEstateServices,20,42,Existing,0,42,Urban,Yes,50000,25000,0,0,0.5,1,600,18039.0,Yes
RealEstateServices,240,1,Existing,11,0,Urban,Unknown,544000,544000,0,1,1.0,0,7200,24502.0,No
RentalLeasing,22,2,Existing,0,2,Urban,No,50000,25000,0,0,0.5,1,660,18038.0,Yes
RealEstateServices,240,10,Existing,7,10,Urban,Unknown,248000,248000,0,1,1.0,0,7200,24502.0,No
RealEstateServices,240,10,Existing,7,10,Urban,Unknown,322000,322000,0,1,1.0,0,7200,24502.0,No
RealEstateServices,54,6,Existing,2,6,Urban,Yes,35000,17500,0,0,0.5,0,1620,18786.0,Yes
RentalLeasing,69,1,New,0,1,Urban,Yes,15000,7500,1,0,0.5,0,2070,19448.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Yes,50000,25000,0,0,0.5,0,2520,19929.0,No
RealEstateServices,84,10,Existing,0,10,Urban,No,30000,15000,0,0,0.5,0,2520,19898.0,No
RealEstateServices,84,1,Existing,2,1,Unknown,Unknown,40000,20000,0,0,0.5,0,2520,16823.0,No
RealEstateServices,70,3,Existing,0,3,Urban,Yes,10000,5000,0,0,0.5,0,2100,19386.0,Yes
RealEstateServices,84,2,Existing,0,2,Urban,Yes,35000,17500,0,0,0.5,0,2520,19686.0,No
RealEstateServices,73,2,Existing,0,2,Rural,Yes,30000,15000,0,0,0.5,0,2190,19356.0,Yes
RealEstateServices,84,2,New,1,3,Urban,Yes,15000,7500,1,0,0.5,0,2520,19929.0,No
RentalLeasing,46,2,Existing,0,2,Urban,Yes,35000,17500,0,0,0.5,0,1380,18942.0,Yes
RentalLeasing,18,11,Existing,1,12,Rural,Yes,50000,25000,0,0,0.5,1,540,17737.0,Yes
RealEstateServices,32,6,Existing,0,6,Urban,Yes,50000,25000,0,0,0.5,0,960,18126.0,Yes
RealEstateServices,84,1,Existing,1,1,Urban,No,15000,7500,0,0,0.5,0,2520,19898.0,No
RealEstateServices,73,1,Existing,0,1,Urban,Yes,10000,8500,0,0,0.85,0,2190,19568.0,Yes
RentalLeasing,5,2,Existing,0,2,Urban,Yes,55000,27500,0,0,0.5,0,150,17436.0,Yes
RealEstateServices,240,2,Existing,4,0,Urban,Unknown,157000,157000,0,1,1.0,0,7200,24530.0,No
RentalLeasing,52,5,Existing,1,1,Urban,No,25000,21250,0,0,0.85,0,1560,18938.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,2520,19686.0,No
RealEstateServices,30,1,Existing,0,1,Urban,Yes,35000,17500,0,0,0.5,0,900,18278.0,Yes
RealEstateServices,32,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,960,18157.0,Yes
RealEstateServices,240,15,Existing,8,0,Urban,Unknown,1124000,1124000,0,1,1.0,0,7200,24411.0,No
RealEstateServices,70,1,Existing,0,1,Urban,Yes,35000,17500,0,0,0.5,0,2100,19478.0,Yes
RealEstateServices,73,7,Existing,1,7,Urban,Yes,75000,37500,0,0,0.5,0,2190,19568.0,Yes
RealEstateServices,73,1,Existing,1,1,Urban,No,35000,17500,0,0,0.5,0,2190,19599.0,Yes
RealEstateServices,57,3,Existing,0,3,Urban,No,37000,18500,0,0,0.5,0,1710,19088.0,Yes
RealEstateServices,84,5,Existing,1,5,Urban,No,100000,50000,0,0,0.5,0,2520,19929.0,No
RentalLeasing,27,5,Existing,0,5,Urban,Yes,50000,25000,0,0,0.5,1,810,17976.0,Yes
RentalLeasing,240,40,Existing,8,0,Urban,Unknown,1029000,1029000,0,1,1.0,0,7200,24411.0,No
RealEstateServices,71,6,Existing,0,6,Urban,Yes,100000,50000,0,0,0.5,0,2130,19508.0,Yes
RentalLeasing,43,1,New,2,3,Rural,Yes,150000,127500,1,0,0.85,0,1290,18699.0,Yes
RealEstateServices,70,8,Existing,3,8,Urban,Yes,35000,17500,0,0,0.5,0,2100,19539.0,Yes
RealEstateServices,39,3,New,2,3,Urban,No,10000,8500,1,0,0.85,0,1170,18548.0,Yes
RealEstateServices,240,4,Existing,19,0,Urban,Unknown,798000,798000,0,1,1.0,0,7200,24467.0,No
RealEstateServices,84,7,Existing,0,7,Urban,No,40000,20000,0,0,0.5,0,2520,19929.0,No
RealEstateServices,107,28,Existing,0,28,Urban,No,12500,10625,0,0,0.85,0,3210,20588.0,Yes
RentalLeasing,61,56,Existing,0,56,Urban,Yes,35000,17500,0,0,0.5,0,1830,19027.0,Yes
RealEstateServices,240,5,Existing,3,0,Urban,Unknown,409000,409000,0,1,1.0,0,7200,24467.0,No
Other,41,13,Existing,0,13,Urban,Unknown,550000,412500,0,0,0.75,0,1230,18427.0,Yes
RealEstateServices,59,1,New,10,10,Urban,No,10000,8500,1,0,0.85,0,1770,19148.0,Yes
RealEstateServices,66,1,Existing,3,1,Urban,Yes,28000,14000,0,0,0.5,0,1980,19177.0,Yes
RentalLeasing,27,6,Existing,1,6,Urban,Yes,50000,25000,0,0,0.5,1,810,18066.0,Yes
RealEstateServices,240,20,Existing,3,20,Urban,Unknown,1491000,1491000,0,1,1.0,0,7200,24439.0,No
RealEstateServices,48,4,New,0,4,Urban,Yes,14000,7000,1,0,0.5,0,1440,18910.0,Yes
RealEstateServices,70,15,New,4,19,Urban,Yes,35000,17500,1,0,0.5,0,2100,19539.0,Yes
RentalLeasing,120,10,Existing,0,0,Unknown,Unknown,250000,187500,0,0,0.75,1,3600,17875.0,No
RealEstateServices,38,2,Existing,0,2,Urban,Yes,30000,15000,0,0,0.5,0,1140,18337.0,Yes
RentalLeasing,300,4,Existing,0,0,Unknown,No,150800,113100,0,1,0.75,0,9000,23275.0,No
RealEstateServices,41,4,Existing,0,4,Urban,Yes,35000,17500,0,0,0.5,0,1230,18639.0,Yes
RealEstateServices,41,1,Existing,0,1,Urban,Yes,20000,10000,0,0,0.5,0,1230,18639.0,Yes
RealEstateServices,59,7,New,1,1,Urban,No,10000,8500,1,0,0.85,0,1770,19179.0,Yes
RentalLeasing,24,6,Existing,2,6,Urban,Yes,100000,50000,0,0,0.5,0,720,18159.0,No
RealEstateServices,63,8,Existing,0,8,Urban,No,35000,17500,0,0,0.5,0,1890,19299.0,Yes
RealEstateServices,240,40,Existing,60,0,Urban,Unknown,597000,597000,0,1,1.0,0,7200,24439.0,No
RealEstateServices,57,0,Existing,0,0,Urban,No,20000,17000,0,0,0.85,0,1710,19119.0,Yes
RealEstateServices,63,5,Existing,1,5,Urban,Yes,50000,25000,0,0,0.5,0,1890,19329.0,Yes
RealEstateServices,84,2,Existing,0,2,Urban,Yes,45000,22500,0,0,0.5,0,2520,19959.0,No
RealEstateServices,74,2,New,2,4,Urban,Yes,39000,19500,1,0,0.5,0,2220,19690.0,Yes
RealEstateServices,84,1,Existing,0,1,Rural,Yes,30000,15000,0,0,0.5,0,2520,19929.0,No
RealEstateServices,240,1,Existing,3,0,Urban,Unknown,773000,773000,0,1,1.0,0,7200,24747.0,No
RealEstateServices,84,1,Existing,0,1,Urban,No,35000,29750,0,0,0.85,0,2520,19929.0,No
RealEstateServices,72,7,Existing,5,7,Urban,No,100000,50000,0,0,0.5,0,2160,19599.0,Yes
RealEstateLessors,300,2,Existing,0,2,Urban,No,1400000,1050000,0,1,0.75,0,9000,26409.0,No
RealEstateServices,66,1,Existing,0,1,Urban,Unknown,50000,25000,0,0,0.5,0,1980,19389.0,Yes
RealEstateServices,84,6,Existing,0,6,Urban,Yes,15000,7500,0,0,0.5,0,2520,19929.0,No
RentalLeasing,66,0,Existing,0,0,Urban,No,25000,21250,0,0,0.85,0,1980,19389.0,Yes
RealEstateServices,57,8,Existing,0,8,Urban,Yes,25000,12500,0,0,0.5,0,1710,19119.0,Yes
RealEstateServices,70,4,Existing,2,4,Urban,Yes,35000,17500,0,0,0.5,0,2100,19539.0,Yes
RealEstateServices,36,2,Existing,0,2,Rural,Unknown,20000,10000,0,0,0.5,0,1080,18277.0,No
RealEstateServices,46,1,Existing,0,1,Rural,Yes,37500,18750,0,0,0.5,0,1380,18577.0,Yes
RentalLeasing,54,2,New,0,2,Urban,No,35000,29750,1,0,0.85,0,1620,19029.0,Yes
RealEstateServices,84,2,Existing,2,2,Urban,Yes,47000,23500,0,0,0.5,0,2520,19745.0,No
RealEstateServices,240,3,Existing,2,3,Urban,Unknown,310000,310000,0,1,1.0,0,7200,24502.0,No
RealEstateServices,53,4,Existing,1,5,Urban,Yes,50000,25000,0,0,0.5,0,1590,19029.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Yes,25000,12500,0,0,0.5,0,2520,19776.0,No
RealEstateServices,64,1,Existing,0,1,Urban,No,35000,17500,0,0,0.5,0,1920,19359.0,Yes
RealEstateServices,240,70,Existing,10,70,Urban,Unknown,641000,641000,0,1,1.0,0,7200,24775.0,No
RentalLeasing,64,4,Existing,3,4,Urban,No,35000,29750,0,0,0.85,0,1920,19329.0,Yes
RealEstateServices,109,3,Existing,2,3,Urban,No,10000,8500,0,0,0.85,0,3270,20679.0,Yes
RealEstateServices,42,1,Existing,1,1,Urban,Unknown,100000,50000,0,0,0.5,0,1260,18485.0,Yes
RealEstateServices,12,1,New,1,1,Urban,Yes,200000,100000,1,0,0.5,1,360,17585.0,No
RealEstateServices,84,4,Existing,2,4,Rural,Yes,50000,25000,0,0,0.5,0,2520,19898.0,No
RealEstateServices,62,5,Existing,0,5,Urban,Yes,20000,10000,0,0,0.5,0,1860,19360.0,Yes
RealEstateServices,66,1,Existing,0,1,Urban,Yes,55000,27500,0,0,0.5,0,1980,19297.0,Yes
RealEstateServices,84,2,Existing,2,2,Rural,Yes,25000,12500,0,0,0.5,0,2520,19745.0,No
RealEstateServices,84,1,New,0,1,Urban,Yes,10000,5000,1,0,0.5,0,2520,19745.0,No
RealEstateServices,37,2,Existing,0,2,Urban,Yes,29000,14500,0,0,0.5,0,1110,18519.0,Yes
RealEstateServices,84,2,Existing,0,2,Urban,Yes,25000,12500,0,0,0.5,0,2520,20325.0,No
RealEstateServices,95,13,Existing,6,7,Urban,No,132000,112200,0,0,0.85,0,2850,20106.0,Yes
RentalLeasing,24,2,Existing,0,2,Urban,Unknown,10000,5000,0,0,0.5,1,720,17945.0,No
RealEstateServices,74,4,Existing,2,6,Urban,Yes,15000,7500,0,0,0.5,0,2220,19659.0,Yes
RealEstateServices,36,5,New,0,5,Urban,No,40000,20000,1,0,0.5,0,1080,18519.0,Yes
RealEstateServices,47,1,Existing,0,1,Urban,Yes,25000,12500,0,0,0.5,0,1410,19001.0,Yes
RealEstateServices,240,9,Existing,4,0,Urban,Unknown,761000,761000,0,1,1.0,0,7200,24838.0,No
RealEstateServices,240,1,Existing,3,0,Urban,Unknown,231000,231000,0,1,1.0,0,7200,24502.0,No
RealEstateServices,53,2,Existing,1,3,Urban,Yes,25000,12500,0,0,0.5,0,1590,19029.0,Yes
RealEstateServices,55,3,New,2,3,Rural,Yes,45000,22500,1,0,0.5,0,1650,18875.0,Yes
RentalLeasing,61,0,Existing,0,0,Urban,Yes,50000,25000,0,0,0.5,0,1830,19269.0,Yes
RealEstateServices,168,2,Existing,2,4,Urban,Unknown,320500,240375,0,0,0.75,0,5040,22296.0,No
RentalLeasing,67,7,Existing,0,7,Urban,Yes,50000,25000,0,0,0.5,0,2010,19449.0,Yes
RealEstateServices,0,3,Existing,0,3,Urban,Unknown,20000,10000,0,0,0.5,0,0,17225.0,Yes
RealEstateServices,78,3,Existing,0,3,Urban,Unknown,50000,25000,0,0,0.5,0,2340,19779.0,Yes
RealEstateServices,84,2,Existing,2,2,Urban,Yes,50000,25000,0,0,0.5,0,2520,20172.0,No
RealEstateServices,64,2,Existing,0,2,Urban,Yes,25000,12500,0,0,0.5,0,1920,19145.0,Yes
RentalLeasing,72,2,New,0,2,Urban,Unknown,50000,25000,1,0,0.5,0,2160,19416.0,Yes
RealEstateServices,57,2,New,1,3,Urban,Yes,40000,20000,1,0,0.5,0,1710,19149.0,Yes
RealEstateLessors,72,1,Existing,0,1,Urban,Yes,67000,33500,0,0,0.5,0,2160,19416.0,Yes
RealEstateServices,84,1,Existing,0,1,Rural,Yes,27000,13500,0,0,0.5,0,2520,19776.0,No
RealEstateServices,62,0,Existing,0,0,Urban,No,35000,29750,0,0,0.85,0,1860,19299.0,Yes
RealEstateServices,35,4,Existing,4,4,Rural,Yes,25000,12500,0,0,0.5,0,1050,18306.0,Yes
RentalLeasing,31,3,Existing,0,3,Urban,Yes,45000,22500,0,0,0.5,0,930,18521.0,Yes
RentalLeasing,240,25,Existing,8,0,Urban,Unknown,529000,529000,0,1,1.0,0,7200,24558.0,No
RealEstateLessors,68,5,Existing,0,5,Urban,Yes,40000,20000,0,0,0.5,0,2040,19296.0,Yes
RealEstateServices,72,1,Existing,0,1,Urban,Yes,35000,17500,0,0,0.5,0,2160,19630.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Yes,50000,25000,0,0,0.5,0,2520,19990.0,No
RentalLeasing,92,12,Existing,0,12,Urban,Unknown,700000,525000,0,0,0.75,0,2760,20016.0,Yes
RealEstateServices,84,2,Existing,0,2,Urban,Yes,36000,18000,0,0,0.5,0,2520,19990.0,No
RealEstateServices,62,3,Existing,0,3,Urban,Yes,25000,12500,0,0,0.5,0,1860,19330.0,Yes
RealEstateServices,44,4,Existing,0,4,Urban,Unknown,100000,50000,0,0,0.5,0,1320,18576.0,Yes
RealEstateServices,61,6,Existing,0,6,Urban,Yes,16500,8250,0,0,0.5,0,1830,19269.0,Yes
RentalLeasing,84,3,Existing,0,3,Urban,No,25000,12500,0,0,0.5,0,2520,19776.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,50000,25000,0,0,0.5,0,2520,20203.0,No
RealEstateServices,240,17,Existing,5,0,Urban,Unknown,720000,720000,0,1,1.0,0,7200,24502.0,No
RentalLeasing,78,1,New,0,1,Urban,No,40000,34000,1,0,0.85,0,2340,19779.0,Yes
RentalLeasing,73,10,Existing,0,10,Urban,No,2000000,1500000,0,0,0.75,0,2190,19629.0,Yes
RentalLeasing,80,2,Existing,0,2,Urban,Unknown,200000,150000,0,0,0.75,0,2400,19656.0,No
RealEstateServices,35,1,Existing,0,1,Rural,Yes,25000,12500,0,0,0.5,0,1050,18306.0,Yes
RealEstateServices,84,2,Existing,2,2,Urban,Yes,10000,5000,0,0,0.5,0,2520,19776.0,No
RealEstateServices,66,8,Existing,8,8,Urban,No,100000,50000,0,0,0.5,0,1980,19419.0,Yes
RealEstateServices,84,2,Existing,1,2,Urban,Yes,100000,50000,0,0,0.5,0,2520,19776.0,No
RentalLeasing,85,11,Existing,2,11,Urban,Unknown,100000,85000,0,0,0.85,0,2550,19836.0,No
RealEstateServices,57,1,New,0,1,Urban,Yes,5000,2500,1,0,0.5,0,1710,19180.0,Yes
RealEstateServices,84,1,New,0,1,Urban,Yes,5000,2500,1,0,0.5,0,2520,19990.0,Yes
RealEstateServices,59,4,Existing,0,4,Urban,No,100000,50000,0,0,0.5,0,1770,19209.0,Yes
RealEstateLessors,84,1,Existing,0,1,Urban,Yes,26000,13000,0,0,0.5,0,2520,19776.0,No
RealEstateServices,55,10,Existing,3,10,Rural,Yes,30000,15000,0,0,0.5,0,1650,18906.0,Yes
RealEstateLessors,276,3,Existing,0,3,Urban,Unknown,1944300,1458225,0,1,0.75,0,8280,25536.0,Yes
RentalLeasing,120,3,Existing,0,3,Urban,Unknown,450000,337500,0,0,0.75,0,3600,20886.0,No
RealEstateLessors,54,1,Existing,0,1,Urban,Yes,45000,22500,0,0,0.5,0,1620,18906.0,Yes
RealEstateServices,120,7,Existing,0,6,Unknown,Unknown,216000,162000,0,0,0.75,1,3600,17903.0,No
RealEstateServices,51,5,Existing,0,5,Urban,Yes,35000,17500,0,0,0.5,0,1530,19000.0,Yes
RealEstateServices,57,1,Existing,0,1,Urban,Yes,25000,12500,0,0,0.5,0,1710,18996.0,Yes
RealEstateServices,120,2,New,0,2,Urban,No,148000,125800,1,0,0.85,0,3600,21070.0,No
RealEstateServices,46,1,Existing,1,1,Rural,Yes,50000,25000,0,0,0.5,0,1380,18636.0,Yes
RealEstateServices,45,0,New,0,0,Urban,No,10000,8500,1,0,0.85,0,1350,18820.0,Yes
RealEstateServices,84,2,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,0,2520,19990.0,No
RealEstateServices,37,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,1110,18580.0,Yes
RentalLeasing,300,2,Existing,0,2,Unknown,Unknown,108000,81000,0,1,0.75,0,9000,23303.0,No
RealEstateServices,63,3,Existing,1,4,Urban,No,15000,12750,0,0,0.85,0,1890,19360.0,Yes
RentalLeasing,240,3,Existing,2,0,Urban,Unknown,1093000,1093000,0,1,1.0,0,7200,24558.0,No
RealEstateServices,84,6,Existing,4,6,Rural,Yes,45000,22500,0,0,0.5,0,2520,19929.0,No
RealEstateServices,58,5,Existing,0,5,Urban,Yes,50000,25000,0,0,0.5,0,1740,19240.0,Yes
RealEstateServices,67,2,Existing,0,2,Urban,No,35000,17500,0,0,0.5,0,2010,19510.0,Yes
RentalLeasing,240,15,Existing,5,0,Unknown,No,446000,446000,0,1,1.0,0,7200,21548.0,No
RealEstateServices,53,2,Existing,1,2,Urban,Yes,25000,12500,0,0,0.5,0,1590,19060.0,Yes
RentalLeasing,42,8,Existing,0,8,Urban,Yes,10000,5000,0,0,0.5,0,1260,18669.0,Yes
RealEstateServices,68,1,Existing,0,1,Urban,Yes,30000,15000,0,0,0.5,0,2040,19326.0,Yes
RealEstateServices,85,1,New,1,1,Urban,Unknown,277000,207750,1,0,0.75,0,2550,19836.0,No
RealEstateServices,99,1,Existing,1,1,Urban,No,50000,42500,0,0,0.85,0,2970,20440.0,Yes
